"recipe_line_id";"menu_variant_id";"menu_item_id";"menu_variant_name";"portion_size";"ingredient_id";"ingredient_name";"ingredient_group_code";"quantity_per_portion";"unit";"preparation_loss_fraction";"preparation_loss_pct";"effective_quantity_per_portion";"recipe_component_status";"inventory_consumption_eligible";"source_row_number";"source_file"
"RL-0105";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"PROT-005";"Aburi salmon";"PROT";"65";"g";"0.12";"12";"73.863636";"SOURCE_RECIPE";"true";"106";"Recipe and menu data_1_1(1).xlsx"
"RL-0106";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"SAUC-006";"Creamy roasted sesame";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"107";"Recipe and menu data_1_1(1).xlsx"
"RL-0107";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"108";"Recipe and menu data_1_1(1).xlsx"
"RL-0108";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"109";"Recipe and menu data_1_1(1).xlsx"
"RL-0109";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"GARN-003";"Crispy shallots";"GARN";"1";"spoon";"0.02";"2";"1.020408";"SOURCE_RECIPE";"true";"110";"Recipe and menu data_1_1(1).xlsx"
"RL-0110";"MI-067-SMALL";"MI-067";"Aburi Salmon Bowl - Small";"Small";"GARN-004";"Nori strips";"GARN";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"111";"Recipe and menu data_1_1(1).xlsx"
"RL-0111";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"BASE-003";"Turmeric coconut rice";"BASE";"250";"g";"0.02";"2";"255.102041";"SOURCE_RECIPE";"true";"112";"Recipe and menu data_1_1(1).xlsx"
"RL-0112";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"LEAF-002";"Baby spinach";"LEAF";"40";"g";"0.06";"6";"42.553191";"SOURCE_RECIPE";"true";"113";"Recipe and menu data_1_1(1).xlsx"
"RL-0113";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"PROT-005";"Aburi salmon";"PROT";"95";"g";"0.12";"12";"107.954545";"SOURCE_RECIPE";"true";"114";"Recipe and menu data_1_1(1).xlsx"
"RL-0114";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"SAUC-006";"Creamy roasted sesame";"SAUC";"40";"g";"0.03";"3";"41.237113";"SOURCE_RECIPE";"true";"115";"Recipe and menu data_1_1(1).xlsx"
"RL-0115";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"116";"Recipe and menu data_1_1(1).xlsx"
"RL-0116";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"117";"Recipe and menu data_1_1(1).xlsx"
"RL-0117";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"GARN-003";"Crispy shallots";"GARN";"1";"spoon";"0.02";"2";"1.020408";"SOURCE_RECIPE";"true";"118";"Recipe and menu data_1_1(1).xlsx"
"RL-0118";"MI-067-LARGE";"MI-067";"Aburi Salmon Bowl - Large";"Large";"GARN-004";"Nori strips";"GARN";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"119";"Recipe and menu data_1_1(1).xlsx"
"RL-0119";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"BASE-003";"Turmeric coconut rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"120";"Recipe and menu data_1_1(1).xlsx"
"RL-0120";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"10";"g";"0.08";"8";"10.869565";"SOURCE_RECIPE";"true";"121";"Recipe and menu data_1_1(1).xlsx"
"RL-0121";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"PROT-010";"Miso beet falafel";"PROT";"4";"ea";"0.02";"2";"4.081633";"SOURCE_RECIPE";"true";"122";"Recipe and menu data_1_1(1).xlsx"
"RL-0122";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"SAUC-003";"Spicy mayo";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"123";"Recipe and menu data_1_1(1).xlsx"
"RL-0123";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"124";"Recipe and menu data_1_1(1).xlsx"
"RL-0124";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"GARN-011";"Pineapple";"GARN";"30";"g";"0.2";"20";"37.5";"SOURCE_RECIPE";"true";"125";"Recipe and menu data_1_1(1).xlsx"
"RL-0125";"MI-004-SMALL";"MI-004";"Miso Falalalafel - Small";"Small";"GARN-010";"Avocado";"GARN";"40";"g";"0.25";"25";"53.333333";"SOURCE_RECIPE";"true";"126";"Recipe and menu data_1_1(1).xlsx"
"RL-0126";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"BASE-003";"Turmeric coconut rice";"BASE";"250";"g";"0.02";"2";"255.102041";"SOURCE_RECIPE";"true";"127";"Recipe and menu data_1_1(1).xlsx"
"RL-0127";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"15";"g";"0.08";"8";"16.304348";"SOURCE_RECIPE";"true";"128";"Recipe and menu data_1_1(1).xlsx"
"RL-0128";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"PROT-010";"Miso beet falafel";"PROT";"6";"ea";"0.02";"2";"6.122449";"SOURCE_RECIPE";"true";"129";"Recipe and menu data_1_1(1).xlsx"
"RL-0129";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"SAUC-003";"Spicy mayo";"SAUC";"40";"g";"0.03";"3";"41.237113";"SOURCE_RECIPE";"true";"130";"Recipe and menu data_1_1(1).xlsx"
"RL-0130";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"131";"Recipe and menu data_1_1(1).xlsx"
"RL-0131";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"GARN-011";"Pineapple";"GARN";"30";"g";"0.2";"20";"37.5";"SOURCE_RECIPE";"true";"132";"Recipe and menu data_1_1(1).xlsx"
"RL-0132";"MI-004-LARGE";"MI-004";"Miso Falalalafel - Large";"Large";"GARN-010";"Avocado";"GARN";"40";"g";"0.25";"25";"53.333333";"SOURCE_RECIPE";"true";"133";"Recipe and menu data_1_1(1).xlsx"
"RL-0133";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"BASE-002";"Cooked brown rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"134";"Recipe and menu data_1_1(1).xlsx"
"RL-0134";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"LEAF-003";"Kale";"LEAF";"30";"g";"0.1";"10";"33.333333";"SOURCE_RECIPE";"true";"135";"Recipe and menu data_1_1(1).xlsx"
"RL-0135";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"PROT-009";"Pan-seared tofu";"PROT";"65";"g";"0.03";"3";"67.010309";"SOURCE_RECIPE";"true";"136";"Recipe and menu data_1_1(1).xlsx"
"RL-0136";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"SAUC-001";"Teriyaki sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"137";"Recipe and menu data_1_1(1).xlsx"
"RL-0137";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"138";"Recipe and menu data_1_1(1).xlsx"
"RL-0138";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"139";"Recipe and menu data_1_1(1).xlsx"
"RL-0139";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"GARN-003";"Crispy shallots";"GARN";"1";"spoon";"0.02";"2";"1.020408";"SOURCE_RECIPE";"true";"140";"Recipe and menu data_1_1(1).xlsx"
"RL-0140";"MI-002-SMALL";"MI-002";"Tofu Teriyaki Bowl - Small";"Small";"GARN-004";"Nori strips";"GARN";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"141";"Recipe and menu data_1_1(1).xlsx"
"RL-0141";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"BASE-002";"Cooked brown rice";"BASE";"250";"g";"0.02";"2";"255.102041";"SOURCE_RECIPE";"true";"142";"Recipe and menu data_1_1(1).xlsx"
"RL-0142";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"LEAF-003";"Kale";"LEAF";"40";"g";"0.1";"10";"44.444444";"SOURCE_RECIPE";"true";"143";"Recipe and menu data_1_1(1).xlsx"
"RL-0143";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"PROT-009";"Pan-seared tofu";"PROT";"95";"g";"0.03";"3";"97.938144";"SOURCE_RECIPE";"true";"144";"Recipe and menu data_1_1(1).xlsx"
"RL-0144";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"SAUC-001";"Teriyaki sauce";"SAUC";"40";"g";"0.03";"3";"41.237113";"SOURCE_RECIPE";"true";"145";"Recipe and menu data_1_1(1).xlsx"
"RL-0145";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"146";"Recipe and menu data_1_1(1).xlsx"
"RL-0146";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"147";"Recipe and menu data_1_1(1).xlsx"
"RL-0147";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"GARN-003";"Crispy shallots";"GARN";"1";"spoon";"0.02";"2";"1.020408";"SOURCE_RECIPE";"true";"148";"Recipe and menu data_1_1(1).xlsx"
"RL-0148";"MI-002-LARGE";"MI-002";"Tofu Teriyaki Bowl - Large";"Large";"GARN-004";"Nori strips";"GARN";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"149";"Recipe and menu data_1_1(1).xlsx"
"RL-0149";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"150";"Recipe and menu data_1_1(1).xlsx"
"RL-0150";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"151";"Recipe and menu data_1_1(1).xlsx"
"RL-0151";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"15";"g";"0.08";"8";"16.304348";"SOURCE_RECIPE";"true";"152";"Recipe and menu data_1_1(1).xlsx"
"RL-0152";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"PROT-003";"Karaage chicken";"PROT";"80";"g";"0.03";"3";"82.474227";"SOURCE_RECIPE";"true";"153";"Recipe and menu data_1_1(1).xlsx"
"RL-0153";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"PROT-005";"Aburi salmon";"PROT";"50";"g";"0.12";"12";"56.818182";"SOURCE_RECIPE";"true";"154";"Recipe and menu data_1_1(1).xlsx"
"RL-0154";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"SAUC-007";"Yuzu kosho mayo";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"155";"Recipe and menu data_1_1(1).xlsx"
"RL-0155";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"156";"Recipe and menu data_1_1(1).xlsx"
"RL-0156";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"157";"Recipe and menu data_1_1(1).xlsx"
"RL-0157";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"GARN-009";"Lemon wedge";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"158";"Recipe and menu data_1_1(1).xlsx"
"RL-0158";"MI-009-SMALL";"MI-009";"Power Meal - Small";"Small";"GARN-008";"Tamagoyaki";"GARN";"1";"ea";"0.03";"3";"1.030928";"SOURCE_RECIPE";"true";"159";"Recipe and menu data_1_1(1).xlsx"
"RL-0159";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"250";"g";"0.02";"2";"255.102041";"SOURCE_RECIPE";"true";"160";"Recipe and menu data_1_1(1).xlsx"
"RL-0160";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"161";"Recipe and menu data_1_1(1).xlsx"
"RL-0161";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"15";"g";"0.08";"8";"16.304348";"SOURCE_RECIPE";"true";"162";"Recipe and menu data_1_1(1).xlsx"
"RL-0162";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"PROT-003";"Karaage chicken";"PROT";"100";"g";"0.03";"3";"103.092784";"SOURCE_RECIPE";"true";"163";"Recipe and menu data_1_1(1).xlsx"
"RL-0163";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"PROT-005";"Aburi salmon";"PROT";"60";"g";"0.12";"12";"68.181818";"SOURCE_RECIPE";"true";"164";"Recipe and menu data_1_1(1).xlsx"
"RL-0164";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"SAUC-007";"Yuzu kosho mayo";"SAUC";"40";"g";"0.03";"3";"41.237113";"SOURCE_RECIPE";"true";"165";"Recipe and menu data_1_1(1).xlsx"
"RL-0165";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"166";"Recipe and menu data_1_1(1).xlsx"
"RL-0166";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"167";"Recipe and menu data_1_1(1).xlsx"
"RL-0167";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"GARN-009";"Lemon wedge";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"168";"Recipe and menu data_1_1(1).xlsx"
"RL-0168";"MI-009-LARGE";"MI-009";"Power Meal - Large";"Large";"GARN-008";"Tamagoyaki";"GARN";"1";"ea";"0.03";"3";"1.030928";"SOURCE_RECIPE";"true";"169";"Recipe and menu data_1_1(1).xlsx"
"RL-0169";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"170";"Recipe and menu data_1_1(1).xlsx"
"RL-0170";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"171";"Recipe and menu data_1_1(1).xlsx"
"RL-0171";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"30";"g";"0.08";"8";"32.608696";"SOURCE_RECIPE";"true";"172";"Recipe and menu data_1_1(1).xlsx"
"RL-0172";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"PROT-005";"Aburi salmon";"PROT";"65";"g";"0.12";"12";"73.863636";"SOURCE_RECIPE";"true";"173";"Recipe and menu data_1_1(1).xlsx"
"RL-0173";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"SAUC-007";"Yuzu kosho mayo";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"174";"Recipe and menu data_1_1(1).xlsx"
"RL-0174";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"175";"Recipe and menu data_1_1(1).xlsx"
"RL-0175";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"176";"Recipe and menu data_1_1(1).xlsx"
"RL-0176";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"GARN-005";"Nori sheet";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"177";"Recipe and menu data_1_1(1).xlsx"
"RL-0177";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"GARN-009";"Lemon wedge";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"178";"Recipe and menu data_1_1(1).xlsx"
"RL-0178";"MI-010-SMALL";"MI-010";"Salmon Yuzu Bowl - Small";"Small";"GARN-008";"Tamagoyaki";"GARN";"1";"ea";"0.03";"3";"1.030928";"SOURCE_RECIPE";"true";"179";"Recipe and menu data_1_1(1).xlsx"
"RL-0179";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"250";"g";"0.02";"2";"255.102041";"SOURCE_RECIPE";"true";"180";"Recipe and menu data_1_1(1).xlsx"
"RL-0180";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"181";"Recipe and menu data_1_1(1).xlsx"
"RL-0181";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"40";"g";"0.08";"8";"43.478261";"SOURCE_RECIPE";"true";"182";"Recipe and menu data_1_1(1).xlsx"
"RL-0182";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"PROT-005";"Aburi salmon";"PROT";"95";"g";"0.12";"12";"107.954545";"SOURCE_RECIPE";"true";"183";"Recipe and menu data_1_1(1).xlsx"
"RL-0183";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"SAUC-007";"Yuzu kosho mayo";"SAUC";"40";"g";"0.03";"3";"41.237113";"SOURCE_RECIPE";"true";"184";"Recipe and menu data_1_1(1).xlsx"
"RL-0184";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"GARN-001";"Edamame";"GARN";"0.25";"cup";"0.03";"3";"0.257732";"SOURCE_RECIPE";"true";"185";"Recipe and menu data_1_1(1).xlsx"
"RL-0185";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"GARN-002";"Pickled ginger";"GARN";"10";"g";"0.02";"2";"10.204082";"SOURCE_RECIPE";"true";"186";"Recipe and menu data_1_1(1).xlsx"
"RL-0186";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"GARN-005";"Nori sheet";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"187";"Recipe and menu data_1_1(1).xlsx"
"RL-0187";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"GARN-009";"Lemon wedge";"GARN";"1";"ea";"0";"0";"1";"SOURCE_RECIPE";"true";"188";"Recipe and menu data_1_1(1).xlsx"
"RL-0188";"MI-010-LARGE";"MI-010";"Salmon Yuzu Bowl - Large";"Large";"GARN-008";"Tamagoyaki";"GARN";"1";"ea";"0.03";"3";"1.030928";"SOURCE_RECIPE";"true";"189";"Recipe and menu data_1_1(1).xlsx"
"RL-0189";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"BASE-001";"Cooked jasmine rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"190";"Recipe and menu data_1_1(1).xlsx"
"RL-0190";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"191";"Recipe and menu data_1_1(1).xlsx"
"RL-0191";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"SAUC-006";"Creamy roasted sesame";"SAUC";"35";"g";"0.03";"3";"36.082474";"SOURCE_RECIPE";"true";"192";"Recipe and menu data_1_1(1).xlsx"
"RL-0192";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"LEAF-004";"Classic slaw";"LEAF";"45";"g";"0.05";"5";"47.368421";"SOURCE_RECIPE";"true";"193";"Recipe and menu data_1_1(1).xlsx"
"RL-0193";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"GARN-013";"Crushed walnuts";"GARN";"2";"ea";"0.02";"2";"2.040816";"SOURCE_RECIPE";"true";"194";"Recipe and menu data_1_1(1).xlsx"
"RL-0194";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"PROT-003";"Karaage chicken";"PROT";"100";"g";"0.03";"3";"103.092784";"SOURCE_RECIPE";"true";"195";"Recipe and menu data_1_1(1).xlsx"
"RL-0195";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"SAUC-007";"Yuzu kosho mayo";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"196";"Recipe and menu data_1_1(1).xlsx"
"RL-0196";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"GARN-007";"Half-boiled egg";"GARN";"1";"ea";"0.05";"5";"1.052632";"SOURCE_RECIPE";"true";"197";"Recipe and menu data_1_1(1).xlsx"
"RL-0197";"MI-011-STANDARD";"MI-011";"Karaage Bento";"Standard";"GARN-012";"Cucumber slice";"GARN";"2";"slice";"0.05";"5";"2.105263";"SOURCE_RECIPE";"true";"198";"Recipe and menu data_1_1(1).xlsx"
"RL-0198";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"BASE-001";"Cooked jasmine rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"199";"Recipe and menu data_1_1(1).xlsx"
"RL-0199";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"200";"Recipe and menu data_1_1(1).xlsx"
"RL-0200";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"SAUC-006";"Creamy roasted sesame";"SAUC";"35";"g";"0.03";"3";"36.082474";"SOURCE_RECIPE";"true";"201";"Recipe and menu data_1_1(1).xlsx"
"RL-0201";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"LEAF-004";"Classic slaw";"LEAF";"45";"g";"0.05";"5";"47.368421";"SOURCE_RECIPE";"true";"202";"Recipe and menu data_1_1(1).xlsx"
"RL-0202";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"GARN-013";"Crushed walnuts";"GARN";"2";"ea";"0.02";"2";"2.040816";"SOURCE_RECIPE";"true";"203";"Recipe and menu data_1_1(1).xlsx"
"RL-0203";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"PROT-005";"Aburi salmon";"PROT";"90";"g";"0.12";"12";"102.272727";"SOURCE_RECIPE";"true";"204";"Recipe and menu data_1_1(1).xlsx"
"RL-0204";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"SAUC-004";"Sweet miso sauce";"SAUC";"20";"g";"0.03";"3";"20.618557";"SOURCE_RECIPE";"true";"205";"Recipe and menu data_1_1(1).xlsx"
"RL-0205";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"SEAS-002";"Furikake";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"206";"Recipe and menu data_1_1(1).xlsx"
"RL-0206";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"GARN-007";"Half-boiled egg";"GARN";"1";"ea";"0.05";"5";"1.052632";"SOURCE_RECIPE";"true";"207";"Recipe and menu data_1_1(1).xlsx"
"RL-0207";"MI-012-STANDARD";"MI-012";"Salmon Aburi Bento";"Standard";"GARN-012";"Cucumber slice";"GARN";"2";"slice";"0.05";"5";"2.105263";"SOURCE_RECIPE";"true";"208";"Recipe and menu data_1_1(1).xlsx"
"RL-0208";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"BASE-001";"Cooked jasmine rice";"BASE";"150";"g";"0.02";"2";"153.061224";"SOURCE_RECIPE";"true";"209";"Recipe and menu data_1_1(1).xlsx"
"RL-0209";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"SEAS-001";"Aonori seasoning";"SEAS";"2";"g";"0";"0";"2";"SOURCE_RECIPE";"true";"210";"Recipe and menu data_1_1(1).xlsx"
"RL-0210";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"SAUC-008";"Bao sauce";"SAUC";"35";"g";"0.03";"3";"36.082474";"SOURCE_RECIPE";"true";"211";"Recipe and menu data_1_1(1).xlsx"
"RL-0211";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"LEAF-004";"Classic slaw";"LEAF";"45";"g";"0.05";"5";"47.368421";"SOURCE_RECIPE";"true";"212";"Recipe and menu data_1_1(1).xlsx"
"RL-0212";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"GARN-013";"Crushed walnuts";"GARN";"2";"ea";"0.02";"2";"2.040816";"SOURCE_RECIPE";"true";"213";"Recipe and menu data_1_1(1).xlsx"
"RL-0213";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"PROT-009";"Pan-seared tofu";"PROT";"130";"g";"0.03";"3";"134.020619";"SOURCE_RECIPE";"true";"214";"Recipe and menu data_1_1(1).xlsx"
"RL-0214";"MI-013-STANDARD";"MI-013";"Tofu Bento";"Standard";"SAUC-009";"Warm cashew satay";"SAUC";"30";"g";"0.03";"3";"30.927835";"SOURCE_RECIPE";"true";"215";"Recipe and menu data_1_1(1).xlsx"
