"recipe_line_id";"menu_variant_id";"menu_item_id";"menu_variant_name";"portion_size";"ingredient_id";"ingredient_name";"ingredient_group_code";"quantity_per_portion";"unit";"preparation_loss_fraction";"preparation_loss_pct";"effective_quantity_per_portion";"recipe_component_status";"inventory_consumption_eligible";"source_row_number";"source_file"
"ASM-MI-017-LARGE-BASE";"MI-017-LARGE";"MI-017";"Create Your Own - Crispy Eggplant - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.6875";"g";"0.02";"2";"249.681122";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-LARGE-LEAF";"MI-017-LARGE";"MI-017";"Create Your Own - Crispy Eggplant - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.96875";"g";"0.08";"8";"73.879076";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-LARGE-SAUCE";"MI-017-LARGE";"MI-017";"Create Your Own - Crispy Eggplant - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.78125";"g";"0.03";"3";"42.042526";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-017-LARGE-GARNISH";"MI-017-LARGE";"MI-017";"Create Your Own - Crispy Eggplant - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.339844";"cup";"0.05";"5";"0.35773";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-SMALL-BASE";"MI-018-SMALL";"MI-018";"Create Your Own - Miso Beet Falafel - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-SMALL-LEAF";"MI-018-SMALL";"MI-018";"Create Your Own - Miso Beet Falafel - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-SMALL-SAUCE";"MI-018-SMALL";"MI-018";"Create Your Own - Miso Beet Falafel - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-SMALL-GARNISH";"MI-018-SMALL";"MI-018";"Create Your Own - Miso Beet Falafel - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-LARGE-BASE";"MI-018-LARGE";"MI-018";"Create Your Own - Miso Beet Falafel - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.43787";"g";"0.02";"2";"249.426398";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-LARGE-LEAF";"MI-018-LARGE";"MI-018";"Create Your Own - Miso Beet Falafel - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.899408";"g";"0.08";"8";"73.803705";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-LARGE-SAUCE";"MI-018-LARGE";"MI-018";"Create Your Own - Miso Beet Falafel - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.739645";"g";"0.03";"3";"41.999634";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-018-LARGE-GARNISH";"MI-018-LARGE";"MI-018";"Create Your Own - Miso Beet Falafel - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.339497";"cup";"0.05";"5";"0.357365";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-SMALL-BASE";"MI-019-SMALL";"MI-019";"Create Your Own - Tiger Prawns - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-SMALL-LEAF";"MI-019-SMALL";"MI-019";"Create Your Own - Tiger Prawns - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-SMALL-SAUCE";"MI-019-SMALL";"MI-019";"Create Your Own - Tiger Prawns - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-SMALL-GARNISH";"MI-019-SMALL";"MI-019";"Create Your Own - Tiger Prawns - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-LARGE-BASE";"MI-019-LARGE";"MI-019";"Create Your Own - Tiger Prawns - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.008621";"g";"0.02";"2";"248.988388";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-LARGE-LEAF";"MI-019-LARGE";"MI-019";"Create Your Own - Tiger Prawns - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.780172";"g";"0.08";"8";"73.6741";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-LARGE-SAUCE";"MI-019-LARGE";"MI-019";"Create Your Own - Tiger Prawns - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.668103";"g";"0.03";"3";"41.92588";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-019-LARGE-GARNISH";"MI-019-LARGE";"MI-019";"Create Your Own - Tiger Prawns - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.338901";"cup";"0.05";"5";"0.356738";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-SMALL-BASE";"MI-020-SMALL";"MI-020";"Create Your Own - Karaage Chicken - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-SMALL-LEAF";"MI-020-SMALL";"MI-020";"Create Your Own - Karaage Chicken - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-SMALL-SAUCE";"MI-020-SMALL";"MI-020";"Create Your Own - Karaage Chicken - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-SMALL-GARNISH";"MI-020-SMALL";"MI-020";"Create Your Own - Karaage Chicken - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-LARGE-BASE";"MI-020-LARGE";"MI-020";"Create Your Own - Karaage Chicken - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.910486";"g";"0.02";"2";"249.908659";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-LARGE-LEAF";"MI-020-LARGE";"MI-020";"Create Your Own - Karaage Chicken - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"68.030691";"g";"0.08";"8";"73.946403";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-LARGE-SAUCE";"MI-020-LARGE";"MI-020";"Create Your Own - Karaage Chicken - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.818414";"g";"0.03";"3";"42.08084";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-020-LARGE-GARNISH";"MI-020-LARGE";"MI-020";"Create Your Own - Karaage Chicken - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.340153";"cup";"0.05";"5";"0.358056";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-SMALL-BASE";"MI-021-SMALL";"MI-021";"Create Your Own - Sashimi Salmon - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-SMALL-LEAF";"MI-021-SMALL";"MI-021";"Create Your Own - Sashimi Salmon - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-SMALL-SAUCE";"MI-021-SMALL";"MI-021";"Create Your Own - Sashimi Salmon - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-SMALL-GARNISH";"MI-021-SMALL";"MI-021";"Create Your Own - Sashimi Salmon - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-LARGE-BASE";"MI-021-LARGE";"MI-021";"Create Your Own - Sashimi Salmon - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"244.16185";"g";"0.02";"2";"249.144745";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-LARGE-LEAF";"MI-021-LARGE";"MI-021";"Create Your Own - Sashimi Salmon - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.822736";"g";"0.08";"8";"73.720365";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-LARGE-SAUCE";"MI-021-LARGE";"MI-021";"Create Your Own - Sashimi Salmon - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.693642";"g";"0.03";"3";"41.952208";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-021-LARGE-GARNISH";"MI-021-LARGE";"MI-021";"Create Your Own - Sashimi Salmon - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.339114";"cup";"0.05";"5";"0.356962";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-SMALL-BASE";"MI-022-SMALL";"MI-022";"Create Your Own - Sashimi Tuna - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-SMALL-LEAF";"MI-022-SMALL";"MI-022";"Create Your Own - Sashimi Tuna - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-SMALL-SAUCE";"MI-022-SMALL";"MI-022";"Create Your Own - Sashimi Tuna - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-SMALL-GARNISH";"MI-022-SMALL";"MI-022";"Create Your Own - Sashimi Tuna - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-LARGE-BASE";"MI-022-LARGE";"MI-022";"Create Your Own - Sashimi Tuna - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"243.952096";"g";"0.02";"2";"248.93071";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-LARGE-LEAF";"MI-022-LARGE";"MI-022";"Create Your Own - Sashimi Tuna - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.764471";"g";"0.08";"8";"73.657034";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-LARGE-SAUCE";"MI-022-LARGE";"MI-022";"Create Your Own - Sashimi Tuna - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.658683";"g";"0.03";"3";"41.916168";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-022-LARGE-GARNISH";"MI-022-LARGE";"MI-022";"Create Your Own - Sashimi Tuna - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.338822";"cup";"0.05";"5";"0.356655";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-SMALL-BASE";"MI-023-SMALL";"MI-023";"Create Your Own - Flame-seared Salmon - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-SMALL-LEAF";"MI-023-SMALL";"MI-023";"Create Your Own - Flame-seared Salmon - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-SMALL-SAUCE";"MI-023-SMALL";"MI-023";"Create Your Own - Flame-seared Salmon - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-SMALL-GARNISH";"MI-023-SMALL";"MI-023";"Create Your Own - Flame-seared Salmon - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-LARGE-BASE";"MI-023-LARGE";"MI-023";"Create Your Own - Flame-seared Salmon - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"243.952096";"g";"0.02";"2";"248.93071";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-LARGE-LEAF";"MI-023-LARGE";"MI-023";"Create Your Own - Flame-seared Salmon - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.764471";"g";"0.08";"8";"73.657034";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-LARGE-SAUCE";"MI-023-LARGE";"MI-023";"Create Your Own - Flame-seared Salmon - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.658683";"g";"0.03";"3";"41.916168";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-023-LARGE-GARNISH";"MI-023-LARGE";"MI-023";"Create Your Own - Flame-seared Salmon - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.338822";"cup";"0.05";"5";"0.356655";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-SMALL-BASE";"MI-024-SMALL";"MI-024";"Create Your Own - Flame-seared Wagyu - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-SMALL-LEAF";"MI-024-SMALL";"MI-024";"Create Your Own - Flame-seared Wagyu - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-SMALL-SAUCE";"MI-024-SMALL";"MI-024";"Create Your Own - Flame-seared Wagyu - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-SMALL-GARNISH";"MI-024-SMALL";"MI-024";"Create Your Own - Flame-seared Wagyu - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-LARGE-BASE";"MI-024-LARGE";"MI-024";"Create Your Own - Flame-seared Wagyu - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"243.952096";"g";"0.02";"2";"248.93071";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-LARGE-LEAF";"MI-024-LARGE";"MI-024";"Create Your Own - Flame-seared Wagyu - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"67.764471";"g";"0.08";"8";"73.657034";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-LARGE-SAUCE";"MI-024-LARGE";"MI-024";"Create Your Own - Flame-seared Wagyu - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"40.658683";"g";"0.03";"3";"41.916168";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-024-LARGE-GARNISH";"MI-024-LARGE";"MI-024";"Create Your Own - Flame-seared Wagyu - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.338822";"cup";"0.05";"5";"0.356655";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-SMALL-BASE";"MI-025-SMALL";"MI-025";"Create Your Own - No Protein - Small";"Small";"BASE-001";"Cooked jasmine rice";"BASE";"180";"g";"0.02";"2";"183.673469";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-SMALL-LEAF";"MI-025-SMALL";"MI-025";"Create Your Own - No Protein - Small";"Small";"LEAF-001";"Mixed leaf salad";"LEAF";"50";"g";"0.08";"8";"54.347826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-SMALL-SAUCE";"MI-025-SMALL";"MI-025";"Create Your Own - No Protein - Small";"Small";"SAUC-010";"Assorted sauce";"SAUC";"30";"g";"0.03";"3";"30.927835";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-SMALL-GARNISH";"MI-025-SMALL";"MI-025";"Create Your Own - No Protein - Small";"Small";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.25";"cup";"0.05";"5";"0.263158";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-LARGE-BASE";"MI-025-LARGE";"MI-025";"Create Your Own - No Protein - Large";"Large";"BASE-001";"Cooked jasmine rice";"BASE";"231.75";"g";"0.02";"2";"236.479592";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-LARGE-LEAF";"MI-025-LARGE";"MI-025";"Create Your Own - No Protein - Large";"Large";"LEAF-001";"Mixed leaf salad";"LEAF";"64.375";"g";"0.08";"8";"69.972826";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-LARGE-SAUCE";"MI-025-LARGE";"MI-025";"Create Your Own - No Protein - Large";"Large";"SAUC-010";"Assorted sauce";"SAUC";"38.625";"g";"0.03";"3";"39.819588";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
"ASM-MI-025-LARGE-GARNISH";"MI-025-LARGE";"MI-025";"Create Your Own - No Protein - Large";"Large";"GARN-014";"Assorted topping (kimchi / corn / edamame / nori)";"GARN";"0.321875";"cup";"0.05";"5";"0.338816";"ASSUMED_CYO_DEFAULT";"true";"";"MiseCast completion assumption"
